ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises
7063eae8-6e1a-49eb-9cc2-afe142cbc3e6.Kinect,9/26/2018,0.135807323515414,0.24,1.5,1.5,1.5,0.67,1.5,0.81,0.04,0,0.38,0,0,0,0
83f8f0f8-2e2e-46cb-b20a-db5864a0234a.Kinect,7/12/2018,0.566690711887839,1.19,1.5,1.5,1.04,0.46,0.28,0,0,0,0.01,0,0,0,0
70c5fa65-6e68-430e-8a99-e4744f672607.Kinect,9/26/2018,0.381914144530507,1.29,1.26,1.23,0,0.32,1.16,0.35,0,0,0.12,0,0,0,0
e72cf414-f9ae-405d-a4a2-c247e70c545f.Kinect,6/8/2018,0.757162221430991,1.17,0,0,0.07,0.52,0,0,0.34,0,0.01,0,0,0,0
dc5d54d8-5d8b-4e10-a934-1fd68d1fe34a.Kinect,9/7/2018,0.78591353157908,0,1.46,1.46,0.49,0.29,0,0,0,0,0.08,0,0,0,0
fc8578d4-ac2f-4b77-829b-d8144f96fb97.Kinect,9/9/2018,0.766847345009947,0,0.48,0.43,0,1.06,0,0.3,0,0,0,0.08,0,0,0
2e721c21-d62e-42ec-869f-1dae0d284377.Kinect,6/20/2018,0.560674797091021,1.36,1.3,1.44,0.56,0.56,0,0,0,0,0.5,0,0,0,0
d54a4ac6-a46c-4959-bd64-6293e926b21b.Kinect,7/20/2018,0.600309462316615,0,0.57,0.73,0.18,1.02,0.16,0.23,0,0,0,0.72,0,0,0
74434245-1932-4b95-a57d-7ef13e76943e.Kinect,9/9/2018,0.797887543834553,0,0.14,0.24,0,0.93,0,0.39,0,0,0,0,0,0.01,0
ecf19188-0e0d-4e66-864f-f953f9802a9f.Kinect,7/12/2018,0.589498109482148,1.5,1.36,1.41,0.21,0,0,0.48,0,0,0,0,0,0,0
4daabe12-21a0-4866-add5-5b3557f78d97.Kinect,8/26/2018,0.407829924812132,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
100c1468-cc14-4191-a3fd-08cf4b757fd4.Kinect,7/26/2018,0.895447059934397,0,0.06,0.8,0.22,0.13,0,0,0,0,0,0,0,0,0
173f633b-23cb-476e-b35d-2a2c86a58419.Kinect,10/3/2018,0.692783906529695,0.51,1.5,1.5,0.03,0.27,0,0,0,0,0.38,0,0,0,0
884c8742-ee9b-4425-8ad2-b2ffb027d163.Kinect,8/7/2018,0.745998563264698,0.37,1.24,1.5,0,0.15,0,0,0,0,0,0,0.25,0,0
4d0f5220-9631-4a13-962f-b8bcf406b3f0.Kinect,7/9/2018,0.89730833546473,0.12,0.47,0.6,0,0.29,0,0,0,0,0,0,0,0,0
0a566207-bca0-40f9-80d7-d39506a6182c.Kinect,9/6/2018,0.408116330795874,0,1.08,0.14,0,0.41,0,0,0,0,0,0.02,1.5,0.01,0.35
e262d90b-8db8-4a92-b5be-cd3dc5f3e4e5.Kinect,7/18/2018,0.437235791336064,0.08,0.12,0.35,0,0.28,0,1.13,0,0,1.3,0.29,0,0,0
528f0ddf-65c0-43f9-949b-21c6136c0e9e.Kinect,8/23/2018,0.836787714464838,0,1.41,1.5,0,0,0,0,0,0,0.06,0.02,0,0,0
8c54cf28-6a7f-48e6-aa18-93564d89552a.Kinect,5/10/2018,0.844815688571572,0,1.09,0.9,0,0,0.12,0,0,0.1,0.06,0,0,0,0
9f69c097-8fa9-4b20-96d4-191e368fc346.Kinect,7/18/2018,0.67217659824575,0,0.27,0.01,0.01,0.23,1.08,0,0.05,0.23,0,0,0,0,0
243f077d-411e-44a2-8c6b-38b16225313a.Kinect,8/27/2018,0.718026385012046,0,0,0,0,0.54,0,0,0.36,0,0,0.76,0,0,0
5041fa92-39f8-4e02-8798-cc60d1312bd5.Kinect,10/31/2018,0.412229889691581,0,1.09,0.14,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.34
f189e717-dafb-4a11-a6cd-9eb780a683d0.Kinect,9/11/2018,0.720414764964409,0.32,1.25,1.21,0,0.29,0.46,0,0,0,0,0,0,0,0
bad3d708-04ee-49f6-8aaf-c37c2c0a88ec.Kinect,9/25/2018,0.849007072261067,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0
87d7d951-9143-499e-beab-0feb7c93cf78.Kinect,10/8/2018,0.944571803365558,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0
a0c0a5f4-a3ff-493a-945d-5de7dbbf0a91.Kinect,8/8/2018,0.907898132369032,0,0.36,0.72,0.19,0.08,0,0,0,0,0,0,0,0,0
a5710b32-24a5-48fd-a854-fdf9f058c1cc.Kinect,6/19/2018,0.433381910254757,0,1.31,1.43,1.39,1.15,0.2,0.63,1.2,0,0,0,0,0,0
d4963ca8-0319-48a0-b051-39b4d74a4708.Kinect,9/7/2018,0.482707349770274,1.05,1.5,1.5,0.43,0.95,0,0,0.44,0.04,0.37,0,0,0,0
eabbe9e0-b6f0-4e0f-9269-9e9451ac9877.Kinect,10/19/2018,0.565512524901168,0,1.5,1.5,0,0.07,0,0,0,0,0.82,1.38,0,0,0
29a29fe5-ac05-41cb-a224-3cec114de779.Kinect,7/26/2018,0.871575367826657,0,0.07,0.51,0.15,0.69,0,0.03,0,0,0,0,0,0,0
59564b8c-f12a-4121-9346-8ddbd0744a75.Kinect,7/17/2018,0.402053368307815,1.35,0.12,0.44,0.08,0.75,0,1.5,0,0,0.21,0,0,0,0
f9085f26-fcd4-48d7-99e0-14c916c52d86.Kinect,7/9/2018,0.645748392772803,1.29,1.41,1.45,0.25,0.37,0,0,0.18,0.02,0,0,0,0,0
fa78eee6-469e-40b9-9030-afa3c148e28a.Kinect,10/23/2018,0.758566339403681,0.79,1.33,1.3,0,0.24,0,0,0,0,0.01,0,0,0,0
47c9f8dc-48c2-4b5e-a418-f9a3aa37e41a.Kinect,9/11/2018,0.820473709480516,0.01,1.37,1.33,0.11,0,0,0,0.08,0.06,0,0,0,0,0
2d63b744-b1a1-46d8-ac6d-74778f9777bb.Kinect,9/4/2018,0.645898105884097,0,1.22,1.45,0.07,0.34,0,0,0,0,0.87,0,0,0,0
940c7708-7a06-42d2-bf87-ae3e8b401fa5.Kinect,9/7/2018,0.816271592140723,0.16,1.36,1.48,0,0,0,0,0.05,0.04,0,0,0,0,0
fe4e2fea-81c9-4ad9-bdfd-38cbbfec005d.Kinect,9/19/2018,0.0673082438351485,1.5,1.5,1.48,0,0,1.01,0,1.25,0.02,0.89,0,0,0,0
9cb54259-606e-47f5-96d5-ed4cf6f3b029.Kinect,9/9/2018,0.579948275127925,0,0.86,0.56,0,0.33,0,1.5,0,0,0,0,0,0,0
18dbbf0b-2828-40ba-89ab-d8cd53f780d0.Kinect,10/16/2018,0.777785490736987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0c11081-62b0-4838-b1dc-8a4799bdb4a6.Kinect,7/20/2018,0.845803448476235,0,0.01,0.03,1.5,1.5,0,0,0,0,0,0,0,0,0
a63ddb3b-7872-48da-8424-b300598801cf.Kinect,7/18/2018,0.610444548843764,0,0,0,1.5,1.5,0,0,0,0,0.42,1.19,0,0,0
df86eac0-2921-47c8-8687-ef5177a11a1a.Kinect,7/20/2018,0.289503327943697,0,1.09,1.26,1.41,1.33,0.37,0.12,1.29,0,0.54,0,0,0,0
44470432-6d12-4138-863f-b1954bc7e671.Kinect,10/19/2018,0.0490202571469357,0,1.44,1.5,0,0,0,0,0,0,0,1.5,0,1.25,0.21
f6c280e0-f997-4d02-9858-980cfe3b02c5.Kinect,8/23/2018,0.487824836875563,0,1.17,0.66,0,0.6,0,1.5,0,0,0.1,0.17,0,0,0
feca4c0e-cbc7-4e5e-b85c-8befedbc65a4.Kinect,5/31/2018,0.665494195324991,1.08,1.04,1.49,0,0.17,0.24,0.04,0,0,0,0,0,0,0
29190285-a7ef-4ed7-bdba-bff30a7cd512.Kinect,7/10/2018,0.161429067124207,1.44,1.5,1.5,0.82,0.12,1.5,0,0,0,0.15,0.59,0,0.1,0
bc4fbc2c-0ba3-40c8-9afb-6a57ac4b9769.Kinect,6/20/2018,0.294504512937434,0.01,1.27,1.48,1.26,1.5,1.15,0.06,0.4,0,0.46,0,0,0,0
57659752-dfa6-4cd3-aec4-3d55a3fd333d.Kinect,10/19/2018,0.0941568377058592,0,1.5,1.5,0,0,0,0,0,0,0,1.5,0,1.13,0.36
d9f813a9-ac30-4482-9907-658dcd1410fd.Kinect,8/22/2018,0.601911165042138,0,1.32,1.43,0,0.02,0,0.1,0,0,0.39,1.15,0,0,0
9c1ebbf9-6ba0-483c-b7a6-95329d625795.Kinect,5/9/2018,0.55131820484472,0.39,0.2,1.23,0.01,0.09,1.04,0,0,0.33,0.15,0,0,0,0
ebb3dbc8-4737-478e-a006-7d6dcda09c1b.Kinect,5/10/2018,0.773294038666647,0,1.34,1.23,0,0.04,0.01,0,0,0.03,0.41,0,0,0,0
84809526-cec9-45f2-9dd7-fc697685de90.Kinect,9/11/2018,0.612893192999652,1.06,0.02,0,0,0.22,1.2,0.06,0,0,0.01,0,0,0,0
fda8bbd2-bf4c-49a7-8c09-3fc65b41ade1.Kinect,6/19/2018,0.430349595405223,0,1.5,1.5,1.5,1.18,0.09,1.23,0,0,0.02,0,0,0,0
008acb13-1282-4f19-98bf-2abb7b32b383.Kinect,10/16/2018,0.784539670142323,0.27,1.49,1.49,0.03,0.35,0,0,0,0,0.01,0,0,0,0
0003cdcc-86ed-494a-a3b5-90d09e96e06b.Kinect,8/23/2018,0.323666537561169,0,0,0.04,0.84,1.5,0,0,0,0,0,1.33,0,0.64,0.06
89ed50ab-6d5f-42e4-9ed7-a6781220eaeb.Kinect,9/11/2018,0.533800268649873,0.66,1.2,1.2,0.42,0.38,0.97,0.18,0,0.02,0,0,0,0,0
9a3e283a-4ab7-40a3-9b31-fe11bb0cfa91.Kinect,8/24/2018,0.288105587488359,0,0.54,0,0,1.02,0,0.13,0,0,0,0,1.5,0.44,0.56
85e078de-ec34-45ad-9ff3-3e9574b4c79a.Kinect,7/24/2018,0.678473333509079,1.26,0.01,0,0.2,0.95,0.48,0,0,0,0,0,0,0,0
771ec618-cc73-464c-a305-345630b4e45c.Kinect,8/23/2018,0.607579381456428,0,1.39,1.41,0,0,0.05,0.05,0,0,1.14,0,0,0,0
113019a8-d658-482b-ad8e-826d4927e6e3.Kinect,5/31/2018,0.634831049848087,1.07,0.27,0.75,0.31,0.38,0.22,0,0,0,0,0.49,0,0,0
98575d38-4355-4f29-8292-26d7abe6c4b7.Kinect,8/24/2018,0.0101594269980458,0.03,1.39,1.05,0,0.43,0,0,0,0,0,0,1.5,1.16,1.25
19670ff4-d5f5-430c-a81e-c2b1c8882071.Kinect,9/11/2018,0.698841742279901,0.67,1.03,1.17,0,0.15,0.49,0,0,0,0,0,0,0,0
a30a8104-a68d-4bc9-9646-fc39212d6a27.Kinect,5/23/2018,0.510491568489324,1.13,0,0,0.21,1.11,1.17,0,0,0,0,0.14,0,0,0
bfb90a38-80a4-424d-867e-cfee33601479.Kinect,5/9/2018,0.621960504968871,0,1.22,1.26,0,0.76,0,0,0.8,0.07,0.01,0,0,0,0
ca9bdc23-cdfb-4ca9-b216-edc9f03839c5.Kinect,8/23/2018,0.818009911415751,0,0.48,0.51,0.28,1.04,0,0.03,0,0,0.09,0,0,0,0
0b871ef0-5b0a-4877-bf9b-1be879122704.Kinect,8/17/2018,0.407197108990292,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
f0f364ae-e13e-4bb8-b380-a8b52fe5fc52.Kinect,7/18/2018,0.667785707283285,0,0,0,0,1.01,0,0.1,0,0,1.04,0,0,0,0
aa808d2d-3b5a-4807-96c6-04bc6f0eb479.Kinect,8/29/2018,0.882603687000478,0,0.13,0.02,0,0.26,0,0.03,0,0,0.05,0.34,0,0,0
d80d05d8-4c58-4136-9dfa-c84204de3245.Kinect,8/15/2018,0.409164613682824,0,1.08,0.13,0,0.36,0,0,0,0,0,0.02,1.5,0.02,0.36
f99812e2-97c0-48fc-bd46-49dc20e9825f.Kinect,7/18/2018,0.844274058096561,0.11,1.38,1.23,0.05,0.04,0,0,0,0,0,0,0,0,0
b984440d-1008-4957-bf72-f5feeadb6cb1.Kinect,8/29/2018,0.498941086934387,0,1.5,1.5,0.01,0.19,0.02,0.39,0,0,0,1.23,0,0,0
43b3b30a-e780-42de-9809-12ddc81dca9c.Kinect,5/10/2018,0.491752877965785,1.21,1.04,1.14,0.06,0.41,0.08,1.07,0,0,0,0,0,0,0
5ebaf952-a3d6-4f2e-bab4-230d679dd15f.Kinect,7/20/2018,0.22983410950579,0,0.94,1.32,0.15,0.32,1.41,1.5,0,0.11,0,0,0,0,0
620f2bd6-66d7-4abe-a06d-5f7c10a6de71.Kinect,9/11/2018,0.766311803668397,0,1.5,1.5,0,0,0,0,0,0.15,0.41,0,0,0,0
7f0fa3a8-4b92-4704-a2ee-9e6d5edfdf42.Kinect,8/29/2018,0.712625843723507,0.43,1.42,1.41,0.52,1.01,0,0,0,0,0,0,0,0,0
545ece59-802b-470c-a980-523fc521c4f6.Kinect,8/29/2018,0.900205308523322,0,0.16,0.38,0,0.46,0,0.01,0,0,0.05,0,0,0,0
9b3758c0-df73-4275-a650-d9ceae67e60a.Kinect,8/13/2018,0.304102988555923,0.01,0.39,0.06,0,1.5,1,1.5,0,0,0.02,0,0,0,0
1f485990-ef53-48d0-9919-7bd219f9fd3b.Kinect,8/22/2018,0.41955936379569,0,1.08,0.13,0,0.43,0,0,0,0,0,0.01,1.5,0.01,0.32
5ea67822-0962-4dee-a45a-4b9790a7c537.Kinect,7/26/2018,0.0729623813602657,1.5,1.48,1.32,0.85,1.31,0,1.5,0,0,0.98,0,0,0,0
86fa7457-1c13-45bc-b378-6fad403cfbfe.Kinect,7/11/2018,0.625476940527553,0.78,1.43,1.35,0.61,0.54,0,0,0.45,0,0,0,0,0,0
c20e4a34-5ffa-4f41-ad59-f266cf85dbd7.Kinect,5/18/2018,0.551310770113638,0,0.69,0.94,0.01,0.48,0.07,0.07,0,0,0,1.37,0.09,0,0
bf4ae990-aef0-4a0b-b37d-9ad301717ca1.Kinect,10/19/2018,0.566667886930913,0,1.5,1.5,0,0,0,0,0,0,0.69,1.41,0,0,0
8b0d670a-9027-473e-9fef-48b0616f338f.Kinect,9/7/2018,0.399546303197052,1.45,1.5,1.5,0.45,0.26,0,0,1.27,0.02,0,0,0,0,0
0305ffae-951a-40a8-8431-e043fa686b32.Kinect,9/26/2018,0.694986446483307,0,1.5,1.45,0.06,1.12,0.01,0.01,0,0,0.06,0.07,0,0.05,0
2cefaef9-e444-4584-85ef-307e124c36d4.Kinect,8/14/2018,0.051062537366015,0,0.74,0,0.01,0.28,0,0,0,0,0,0.18,1.5,1.36,1.27
f0a3c0aa-594f-4500-96e0-4ac194f4a2eb.Kinect,9/9/2018,0.418269619511113,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.32
8e386df8-1cf4-444a-a290-4a9044424b2a.Kinect,8/20/2018,0.963872069404419,0,0.12,0.05,0,0.23,0,0,0,0,0,0,0,0,0
cd91ba16-d611-4f62-9be9-3a9bed2bb409.Kinect,8/23/2018,0.865082333933533,0,0.43,0.44,0,0.07,0,0,0,0,0.41,0,0,0,0
b868334d-bc4c-4e11-be2c-1322c5626a1d.Kinect,7/16/2018,0.435203338822145,1.19,1.5,1.5,0.8,0.65,0.33,0,0.48,0,0.25,0.18,0,0,0
e9cee740-63b6-4c85-a7ee-48553a45be02.Kinect,10/9/2018,0.406965561861234,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
49a562eb-07a9-4cda-8d50-ab85b6c50d0a.Kinect,6/19/2018,0.427663745055993,1.41,1.5,1.5,0,0,1.39,0,0,0,0.01,0,0,0,0
5e381afa-7dcb-44d1-905f-128c49941835.Kinect,6/20/2018,0.656780608471144,0,0.06,0.2,0.56,1.29,0,0,0,0,0,0.96,0.01,0,0
b1e6f3d8-5932-4c1a-ae54-3f6667b03d6c.Kinect,7/27/2018,0.634230515525418,0.1,0.53,0,0.93,1.26,0,0,0,0,0,0.15,0,0.36,0.18
42081014-f830-4ae4-a51b-5d823e570da3.Kinect,6/19/2018,0.664993915692773,0,0.94,1.06,0.33,1.1,0,0.18,0,0,0.4,0,0,0,0
c05293e6-fe9e-4067-8d40-5fba51ab005b.Kinect,6/11/2018,0.613150390423019,0,1.35,1.45,0,0.16,0,0.03,0,0,0,1.09,0.86,0,0
fc668506-92a1-4d88-83a4-5037b8e6fb62.Kinect,7/24/2018,0.193552884571712,1.42,0.63,1,0,0,1.5,0,1.24,0.04,0.06,0,0,0,0
9a27f69c-7394-4ab6-a8ce-8505e8b13c9d.Kinect,8/25/2018,0.407235116686067,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
1b7d3f85-19cb-4495-b1d1-18a64e372546.Kinect,7/10/2018,0.731031887236091,0.99,1.16,1.21,0.48,0.2,0,0,0,0,0,0,0,0,0
b3b7dbda-0c6a-4207-ae51-1e24d6af2c9d.Kinect,9/9/2018,0.415297147587866,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.33
5202f749-6887-453d-9ba8-1f6b44dd67b6.Kinect,9/19/2018,0.422039300440952,0.04,1.17,0.14,1.01,1.04,0,0,1.03,0,0.72,0.06,0,0,0
35468672-857b-438b-b979-15b77554acf3.Kinect,9/26/2018,0.51469171013694,0,1.08,1.3,0.52,0.05,0,0.5,0,0,1.01,0,0,0,0
6f262bea-e7cd-41c0-9bae-09dc296876fd.Kinect,6/6/2018,0.7661655706547,0.12,0.33,0.62,0,0.38,0,0.07,0,0,0.52,0.13,0,0,0
3bf3631e-ee5d-4326-a619-c83cd3e943ee.Kinect,7/20/2018,0.746579810748535,0.09,1.12,1.27,0.62,0.16,0,0,0,0,0.26,0,0,0,0
e98c0e17-7e4e-414c-abad-2b885a2ae376.Kinect,9/26/2018,0.591807307125472,0.24,1.5,1.5,0.03,0.44,0,0.42,0,0.52,0,0,0,0,0
6c4b2640-f76c-4613-bced-071382463af4.Kinect,7/20/2018,0.649163064599086,0.21,1.44,1.5,0,0,0,0.03,0,0,0.85,0,0,0,0
b9e5e9bc-db8c-458c-8a08-1c5d7fe4160e.Kinect,8/15/2018,0.0734107995659532,0,1.01,0.01,0.02,0,0,0,0,0,0,1.36,1.5,0.21,1.3
07c66f31-e75b-4180-b249-85ccc6031276.Kinect,7/20/2018,0.526184754576886,1.5,1.02,1.28,0.14,1.08,0,0,0.35,0,0.07,0,0,0,0
273c0359-459c-4e62-ad5a-d236ba9b311c.Kinect,7/20/2018,0.53345907075574,0,0.72,0.65,1.36,1.41,0,1.06,0,0,0.19,0,0,0,0
dcde79b1-96e0-4f07-a4b7-6ba2ede361d3.Kinect,10/4/2018,0.687575867430549,0.24,1.5,1.5,0.1,0,0,0,0,0,0,0.62,0.28,0,0
93b6b5ab-faff-4873-bd99-1e15aac6c54a.Kinect,5/31/2018,0.549251499414703,1.16,1.08,1.4,0.21,0.13,0,0.83,0,0,0.02,0,0,0,0
cf96f5a5-c807-44f3-904c-76dbbbe19c89.Kinect,8/25/2018,0.428226869105942,0,1.08,0.13,0,0.42,0,0,0,0,0,0.01,1.5,0.01,0.3
f08fc779-6ed8-44ff-99b6-3596a903a0f4.Kinect,9/9/2018,0.407628868799383,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
e44faffe-fcf5-4629-924c-a1f92b87f113.Kinect,5/9/2018,0.673249967238755,0.01,1.03,1.32,0.46,0.99,0,0.34,0,0,0.12,0,0,0,0
7d79c2c7-4da0-495b-875f-709566b2f276.Kinect,5/9/2018,0.01,1.27,1.25,1.33,0,0.18,1.34,1.23,0,0,0.16,1.2,0,0,0
12b1798b-a529-4beb-84fb-ae569e7b5826.Kinect,5/23/2018,0.41317078721734,1.34,1.13,1.11,0,0,1.4,0.08,0,0,0.2,0,0,0,0
d3fdbcf2-d1f4-450e-9154-13fd32e841e8.Kinect,6/1/2018,0.771898327844097,0,0.3,0.12,0.34,0.24,0,0,0,0,0,0,0.81,0,0
c9fa0151-9d43-4d76-8a50-4d63914726a5.Kinect,10/23/2018,0.673664498503212,0.84,1.45,1.44,0,0.06,0.03,0,0,0,0.41,0,0,0,0
cb15de05-c99c-449e-a91d-88d0f8b7d988.Kinect,5/31/2018,0.694009175555769,0.55,0.07,0.09,0,0.79,0,0.45,0,0,0.35,0.07,0,0,0
f6c97a67-8d7c-439d-bc0e-364f5ccfa4f8.Kinect,5/9/2018,0.863228779095302,0,0.83,1.14,0.1,0.06,0,0.04,0,0.01,0,0,0,0,0
873f4146-7fa4-42a4-b6fd-248d90997fa4.Kinect,7/24/2018,0.763599284350356,0,0.6,1.11,0,0,0.58,0,0,0,0,0.03,0,0,0
17f16e87-9abb-4dd3-b853-631b50abc09a.Kinect,9/26/2018,0.215849611550099,0.04,1.15,1.18,0.45,0.61,1.5,0.12,1.47,0.01,0,0,0,0,0
326f1365-bbf2-4b5b-8733-339f9f2b27cf.Kinect,9/26/2018,0.491710967297414,1.08,1.04,1.28,0,0.25,1,0.09,0,0,0.12,0,0,0,0
4242e764-792d-4367-8099-0b390283e2f9.Kinect,9/11/2018,0.652692649028098,1.46,1.08,0.55,0.69,0.57,0.09,0,0,0.01,0,0,0,0,0
b767bc0a-61c8-4b92-94dd-79a0feea62d1.Kinect,5/10/2018,0.923395548027685,0,0.48,0,0,0.06,0,0,0,0.1,0.1,0,0,0,0
755ef8e4-d5bb-43df-80a7-228ec353fec7.Kinect,8/1/2018,0.865544793200759,0,0.3,0.18,0.05,0.96,0,0.03,0,0,0,0,0,0,0
0b7b1cda-c9b2-4eb1-bb3e-9eae711decb9.Kinect,8/24/2018,0.10482273220607,0,1.1,1.06,0.03,0.32,0,0,0,0,0,0,1.5,1.13,1.05
bc28a664-c864-4aea-b8bb-d3c485a97564.Kinect,8/24/2018,0.218249677368298,0,0.39,0,0,0.28,0,0,0,0,0,0,1.5,1.03,1.01
e40b175c-b589-4403-ab8f-afddd118321b.Kinect,9/9/2018,0.412001628697576,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.34
85b4c8ab-c7fc-4724-9241-897540c40a05.Kinect,9/11/2018,0.232393681465596,0.18,1.19,1.27,0.25,1.05,1.49,1.01,0,0,0.07,0,0,0,0
7556e242-8273-4c96-a41d-f2c5d33b0411.Kinect,6/1/2018,0.763828848545479,0.6,1.28,1.24,0.13,0.24,0.03,0,0,0,0,0.07,0,0,0
0de263ba-c6e1-4526-b0e1-a1993f3e08f2.Kinect,9/26/2018,0.761848731653847,0,1.5,1.5,0,0,0,0,0,0.43,0.31,0,0,0,0
90a953c1-1ab5-4ae1-a284-10707090b9e3.Kinect,8/25/2018,0.42631833926452,0,1.09,0.13,0,0.38,0,0,0,0,0,0.02,1.5,0.01,0.31
48b85f65-f995-4ab0-b998-7af57f6b0f43.Kinect,7/25/2018,0.748569639470908,0.34,1.03,0.61,1.1,1.03,0,0,0.01,0,0,0,0,0,0
b64542c3-fce1-4cf8-8e72-c71e07de4b3e.Kinect,9/9/2018,0.71494177755053,0,0.5,1.02,0,1.04,0,0.38,0,0,0,0,0,0,0
0de9f083-eb60-44a3-a76d-77ef81881cd2.Kinect,8/24/2018,0.0480955385160977,0,1.02,0.63,0.17,0.6,0,0,0,0,0,1.12,1.5,1.22,1.03
3eb63af4-35c5-492b-be10-6751431b4455.Kinect,10/19/2018,0.618626207654853,0,1.37,1.36,0,0,0,0,0,0,0.34,1.18,0,0.01,0
756dbc3a-c7e0-4724-944e-c349ab086089.Kinect,9/11/2018,0.673969506916311,1.45,1,0.49,0.16,0.32,0,0.22,0,0,0,0,0,0,0
d32b25bf-78b2-4964-a9cf-86c0f19843a9.Kinect,9/26/2018,0.739874364442276,0,0.81,0.26,0.13,0.05,0,0,0,0.75,0.82,0,0,0,0
1f409376-cc00-4a27-858b-137ee2f2a700.Kinect,5/9/2018,0.01,1.5,1.01,0.08,1.5,1.5,1.5,1.5,1.44,0,0.68,0.23,0,0,0
8227d834-ef74-4b73-839c-d3fc2a69c13f.Kinect,7/20/2018,0.237551201670322,0,0.84,1.23,1.47,1.5,1.13,0.09,0,0,1.21,0,0,0,0
49ba8e36-729a-4a24-b6cc-77cca19ca41f.Kinect,8/21/2018,0.627990002906567,0,1.02,1.33,0.13,0.04,0,0,0.28,0,0,0,0.84,0,0
046e554d-c16d-41ff-b6b8-5ea277e0fc72.Kinect,8/29/2018,0.891983576324472,0,0.16,0.23,0,0,0,0,0,0,0.42,0,0,0,0
53b74e34-07c6-4507-b875-8eb721bed7b3.Kinect,7/26/2018,0.627104516580234,0.04,1.03,0.75,0,0.45,1.09,0,0,0,0,0,0,0,0
da7f64a5-4301-40d7-88fe-0acc96ca99de.Kinect,9/11/2018,0.694260147647401,1.18,1.27,1.15,0.6,0.58,0,0,0,0,0,0,0,0,0
0b5d7c31-f66b-4751-8c80-cd9d5001b817.Kinect,6/1/2018,0.669363440824859,0,0.02,0,1.22,1.12,0.26,0,0,0,0,0.76,0,0,0
ff015ddd-c9fb-49e3-8e33-abbf72e8b120.Kinect,9/19/2018,0.527639604024191,1.31,1.5,1.5,0,0,0.88,0.05,0,0,0,0,0,0,0
4f0e769f-210f-411f-bfa7-56e2feecbc97.Kinect,9/21/2018,0.816962303012137,0,0.13,0,1.5,1.35,0,0.04,0,0,0.05,0,0,0,0
96f71a6b-3cfa-4e2e-bef2-02a6b7fbb3d4.Kinect,9/26/2018,0.281490123611637,0,1.18,1.15,1.03,1.5,0.64,0.52,0,0.71,1.07,0,0,0,0
6954bba9-a86d-4f47-8874-c9f5bdd86e62.Kinect,7/27/2018,0.728637441399036,0,1.14,0.03,0.12,1.35,0,0,0,0,0,0.1,0.06,0,0
eabab604-a6cc-448a-acf9-85d903b8a0c5.Kinect,10/4/2018,0.590101921995819,0.85,1.5,1.45,0.36,0.58,0,0,0,0,0.58,0,0,0,0
9206b879-b506-46af-85f1-ba624f93efc4.Kinect,6/8/2018,0.693344307062029,0.94,0,0.08,0.03,1.22,0.05,0.18,0,0,0.16,0,0,0,0
0c3ecf84-bde6-4d77-8eef-89b75835cf27.Kinect,8/25/2018,0.418252349491248,0,1.08,0.13,0,0.42,0,0,0,0,0,0.01,1.5,0.01,0.32
815c3d84-6502-4774-ae6b-fd2f14a947e7.Kinect,5/23/2018,0.259711415718322,1.45,1.06,1.01,0,0,1.39,1.05,0,0,0,0,0,0,0
33ca7a61-7f41-4a81-9b5e-0e79ca62d3e0.Kinect,7/26/2018,0.609434833837497,0.12,0.02,0,0,0.42,0.7,0.55,0,0,0.4,0,0,0,0
40347e5a-a66f-4df7-87c2-7e7b915c1cbd.Kinect,10/8/2018,0.981313045035627,0,0.05,0,0,0.12,0,0,0,0,0,0,0,0,0
6e1bc376-047f-424b-b0d1-d871039b9697.Kinect,7/20/2018,0.774685632447219,0.49,1.25,1.37,0.18,0.16,0,0,0,0,0.09,0,0,0,0
e638946c-39df-440a-a5cd-abc85655f68e.Kinect,7/20/2018,0.740130867453838,0,1.41,1.42,0,0.54,0,0,0,0.02,0.31,0,0,0,0
1b51b4d4-4ab7-4131-b7e2-700e55b6b348.Kinect,8/23/2018,0.657591824930374,0.36,1.44,1.38,0.04,0.02,0,0,0,0,0.04,0.78,0,0,0
